Course ID,Title,Short Intro,Category,Sub-Category,Course Type,Language,Skills,Instructors,Rating,Number of viewers,Site,Subtitle_language_count,Duration in hours,count of column,,
896,Solar Energy Basics,"This course gives you an introduction to the fundamentals of solar power as it applies to solar panel system installations. You will learn to compare solar energy to other energy resources and explain how solar panels, or photovoltaics (PV for short), convert sunlight to electricity.  You will be able to identify the key components needed in a basic photovoltaic (solar panel) system, such as is found on a house or building, and explain the function of each component in the system. You will also learn how to calculate the electrical demand of a building, how to reduce the overall demand, and then how to design a solar panel system that can meet that annual demand at a given location. You will also compare the different types of pricing models that are being used and key regulatory considerations for grid tied systems (where a house or building is connected to the electrical grid and also generates electricity from solar panels). A capstone design project that entails both the simple audit of a building to d...",Physical Science and Engineering,Environmental Science and Sustainability,Course,English,"RenewableEnergy,Power&energycalculations,ElectronicCircuits,SolarEnergy,EnergyAudits,",Neal Abrams,4.8,2225,Coursera,9,15,5,,
897,Learning to Teach Online,Are you an educator? Have you ever wanted to understand more about how to design your class to make better use of educational technology – whether fully online or in blended contexts? Would you like to learn from those who have extensive practical experience with online technologies? ,Social Sciences,Education,Course,English,"Teaching,OnlineLearning,Evaluation,Planning,",Associate Professor Simon McIntyre,4.7,2913,Coursera,9,17,4,,
898,Introduction to Deep Learning & Neural Networks with Keras,"Looking to start a career in Deep Learning? Look no further. This course will introduce you to the field of deep learning and help you answer many questions that people are asking nowadays, like what is deep learning, and how do deep learning models compare to artificial neural networks? You will learn about the different deep learning models and build your first deep learning model using the Keras library.",Data Science,Machine Learning,Course,English,"DeepLearning,ArtificialNeuralNetwork,ArtificialIntelligence(AI),MachineLearning,keras,",Alex Aklson,4.7,1258,Coursera,5,8,5,,
899,Network Security & Database Vulnerabilities ,"This course gives you the background needed to understand basic network security.  You will learn the about Local Area Networks, TCP/IP, the OSI Framework and routing basics.  You will learn how networking affects security systems within an organization.  You will learn the network components that guard an organization from cybersecurity attacks.",Information Technology,Security,Course,English,"databasevulnerabilities,NetworkSecurity,SqlInjection,Cybersecurity,networkingbasics,",IBM Security Learning Services,4.7,2808,Coursera,9,14,5,,
900,Digital Transformation,"Digital transformation is a hot topic--but what exactly is it and what does it mean for companies? In this course, developed at the Darden School of Business at the University of Virginia, and led by top-ranked Darden faculty and Boston Consulting Group global management experts, we talk about digital transformation in two ways. First we discuss the pace of change and the imperative it creates for businesses. Next we provide the context for this transformation and what it takes to win in the digital age. Then we walk through BCG's proprietary framework, which helps you identify key areas to digitize, including strategy, core processes, and technology.",Business,Leadership and Management,Course,English,"TechnologyDisruption,DigitalTrends,CompetitiveLifecycle,DigitalStrategy,StrategicManagement,",Michael Lenox,4.8,5842,Coursera,10,14,5,,
901,Project Management: Foundations and Initiation,"Project Management: Foundations and Initiation provides students the foundational knowledge of how engineering projects are managed and initiated. Project managers are responsible for project scope, stakeholder management, effective communication, and team leadership. In this course, you will develop introductory skills needed to manage traditional engineering projects, along with tools needed to engage stakeholders and build diverse teams.",Business,Leadership and Management,Course,English,"ResourceManagement,Engineeringmanagement,BusinessCommunication,TeamManagement,ProjectManagement,","Christy Bozic, PhD, PMP",4.7,150,Coursera,1,23,5,,
902,Responsive Web Design in Adobe XD,"Responsive Web Design in Adobe XD is the sixth course in a program that will equip you with the skills you need to apply to entry-level jobs in user experience (UX) design. In this course, you will design a responsive website using Adobe XD, a popular design tool. You will complete the design process from beginning to end: empathizing with users, defining their pain points, coming up with ideas for design solutions, creating wireframes and prototypes, and testing designs to get feedback. By the end of this course, you will have a new design project to include in your professional UX portfolio. ",Computer Science,Design and Product,Course,English,"AdobeXD,UserExperience(UX),UsabilityTesting,Prototype,UserExperienceDesign(UXD),",Google Career Certificates,4.8,2146,Coursera,1,42,5,,
903,Marketing Digital,"Aprenda a desenvolver a estratégia de marketing digital para a sua empresa ou startup, nesse curso você irá aprender sobre os principais pontos do Marketing como ROI, SEO, SEM, Testes AB e como gerenciar o funil de conversão e também como usar plataformas como Google adwords e Analytics, Facebook Ads e Email Marketing.",Business,Marketing,Course,Portuguese (Brazilian),"DigitalMarketing,MarketingAnalytics,GoogleAdwords,GoogleAnalytics,MarketingPerformanceMeasurementAndManagement,",Artur Vilas Boas,4.8,2092,Coursera,1,16,5,,
904,Using Python to Interact with the Operating System,"By the end of this course, you’ll be able to manipulate files and processes on your computer’s operating system. You’ll also have learned about regular expressions -- a very powerful tool for processing text files -- and you’ll get practice using the Linux command line on a virtual machine. And, this might feel like a stretch right now, but you’ll also write a program that processes a bunch of errors in an actual log file and then generates a summary file. That’s a super useful skill for IT Specialists to know.",Information Technology,Support and Operations,Course,English,"SettingupyourDevelopmentEnvironment,RegularExpression(REGEX),TestinginPython,AutomatingSystemAdministrationTaskswithPython,BashScripting,",Google Career Certificates,4.7,5444,Coursera,9,25,5,,
905,The Arts and Science of Relationships: Understanding Human Needs,This course provides an introduction to:,Personal Development,Personal Development,Course,English,"Psychology,Assertiveness,Communication,BuildingRelationships,",A. Ka Tat Tsang,4.5,1494,Coursera,10,31,4,,
906,"Make the Sale: Build, Launch, and Manage E-commerce Stores","Make the Sale: Build, Launch, and Manage E-commerce Stores is the sixth of seven courses in the Google Digital Marketing & E-commerce Certificate. This course explores how businesses and individuals sell products online, including using popular platforms like Shopify.  You’ll go through the process of creating a mock e-commerce store. To do this, you’ll build a Shopify store, add the necessary information, and create product listings. You’ll explore how to reach customers online through e-commerce customer outreach methods like advertisements and campaigns.",Business,Marketing,Course,English,"Fulfillmentanddelivery,WebsiteStructure,E-commerceplatforms,E-CommerceStrategy,Seasonality,",Google Career Certificates,4.8,529,Coursera,1,23,5,,
907,Diversity and Inclusion for HR Professionals,"Welcome to Diversity & Inclusion for HR Professionals. In this course we will review the changing landscape of the workplace and discuss the current change drivers that make Diversity and Inclusion an important focus for your organization. We will explore strategies for creating an inclusive climate and a sense of belonging, and how bias and microaggressions can be mitigated. Finally, we will explore the business case for Diversity and Inclusion strategies, and you’ll have the opportunity to develop a DEIB tailored to your organization and situation.",Business,Leadership and Management,Course,English,"inclusion,diversity,belonging,HumanResources(HR),Leadership,",Diane Spiegel,4.7,138,Coursera,1,16,5,,
908,Instructional Methods in Health Professions Education,"This course provides those involved in educating members of the health professions an asynchronous, interdisciplinary, and interactive way to obtain, expand, and improve their teaching skills. These skills can then be applied within their own professional context, with a variety of learners, extending across many stages.",Health,Public Health,Course,English,"Teaching,Simulation,InstructionalDesign,TeachingMethod,","Caren Stalburg, MD, MA",4.7,414,Coursera,5,20,4,,
909,Schizophrenia,"The main goal of this class is to gain an introductory exposure to the nature of the psychiatric disorder known as schizophrenia as revealed by the scientific method. We will discuss a broad range of findings from the scientific investigation of biological and psychological factors related to schizophrenia and its treatment. More specifically we will learn about: (1)  key symptomatic features through discussion and enactments of interviews with actors portraying many of the cardinal features of the illness, (2) what brain imaging studies (MRI and fMRI) and neurochemistry have taught us about the neuroscience of the disorder, (3) scientific psychological data and theories concerning cognition, emotion and behavior in schizophrenia, and (4) current, evidence-based somatic and psychosocial approaches to treatment. A brief historical overview of the recent emergence of the psychiatric category of schizophrenia will be presented as well.",Health,Psychology,Course,English,"Psychology,Psychiatry,PsychiatricDisorders,Psychotherapy,",Matt Kurtz,4.8,1967,Coursera,9,5,4,,
910,Inclusive Leadership: The Power of Workplace Diversity,"Do you want to promote diversity and inclusion? This course will empower and equip you to develop inclusive cultures where everyone feels valued and respected. You will learn how highly inclusive leaders from around the world use processes of social influence to interact effectively with individuals from a wide variety of backgrounds. You will deepen your understanding of the benefits of diversity. And, you will explore a wealth of perspectives and practices to help you to reap those benefits. ",Social Sciences,Education,Course,English,"EmotionalIntelligence,self-awareness,inclusiveleadership,Communication,Diversity(Business),",Brenda J. Allen,4.9,1701,Coursera,5,21,5,,
911,Managing the Company of the Future,The aim of the course is to provide you with a comprehensive framework for understanding both the traditional principles of management inside companies today as well as the alternative principles that are becoming increasingly important. It provides both theoretical and practical perspectives on the nature of management in today’s organisations.,Business,Leadership and Management,Course,English,"ManagementTheory,StrategicManagement,Leadership,Management,",Julian Birkinshaw,4.8,3342,Coursera,10,12,4,,
912,Foundations of Business Strategy,"Develop your ability to think strategically, analyze the competitive environment, and recommend firm positioning and value creation. In this course, developed at the Darden School of Business at the University of Virginia, top-ranked faculty will help you explore the underlying theory and frameworks that provide the foundations of a successful business strategy and provide the tools you need to understand that strategy: SWOT, Competitor, Environmental, Five Forces, and Capabilities Analyses, as well as Strategy Maps.",Business,Business Strategy,Course,English,"CapabilitiesAnalysis,BusinessStrategy,CompetitivePosition,StrategicAnalysis,IndustryStructure,",Michael Lenox,4.8,2791,Coursera,10,9,5,,
913,Introduction to Google SEO,"Ever wonder how major search engines such as Google, Bing and Yahoo rank your website within their searches? Or how content such as videos or local listings are shown and ranked based on what the search engine considers most relevant to users? Welcome to the world of Search Engine Optimization (SEO). This course is the first within the SEO Specialization and it is intended to give you a taste of SEO with some fun practices to get seen in Google.",Business,Marketing,Course,English,"SearchAlgorithm,SearchEngineOptimization(SEO),MathematicalOptimization,Semantics,",Rebekah May,4.6,9506,Coursera,1,13,4,,
914,Implant Dentistry,"Implant Dentistry is one of the most dynamic and rapidly developing areas within oral health care. In spite of increasing popularity of implantology, it is a relatively new discipline within dental education and remains limited to post-graduate courses offered by dental schools in many parts of the world today.",Health,Basic Science,Course,English,"Biology,Surgery,Radiology,Dentistry,",Nikos Mattheos,4.8,1406,Coursera,10,27,4,,
915,Healing with the Arts,"Through art projects—including visual arts, dance, writing, and music—along with spiritual practices and guided imagery, Healing With the Arts gives you the tools to heal what you need to heal in your life: physical, mental, emotional, and spiritual.",Personal Development,Personal Development,Course,English,"Music,Art,Meditation,VisualArts,","Mary Rockwood Lane, PhD, RN, FAAN",4.6,832,Coursera,9,12,4,,
916,Introduction to Data Science in Python,"This course will introduce the learner to the basics of the python programming environment, including fundamental python programming techniques such as lambdas, reading and manipulating csv files, and the numpy library. The course will introduce data manipulation and cleaning techniques using the popular python pandas data science library and introduce the abstraction of the Series and DataFrame as the central data structures for data analysis, along with tutorials on how to use functions such as groupby, merge, and pivot tables effectively. By the end of this course, students will be able to take tabular data, clean it, manipulate it, and run basic inferential statistical analyses. ",Data Science,Data Analysis,Course,English,"PythonProgramming,Numpy,Pandas,DataCleansing,",Christopher Brooks,4.5,26596,Coursera,11,34,4,,
917,People Analytics,"People analytics is a data-driven approach to managing people at work. For the first time in history, business leaders can make decisions about their people based on deep analysis of data rather than the traditional methods of personal relationships, decision making based on experience, and risk avoidance. In this brand new course, three of Wharton’s top professors, all pioneers in the field of people analytics, will explore the state-of-the-art techniques used to recruit and retain great people, and demonstrate how these techniques are used at cutting-edge companies. They’ll explain how data and sophisticated analysis is brought to bear on people-related issues, such as recruiting, performance evaluation, leadership, hiring and promotion, job design, compensation, and collaboration. This course is an introduction to the theory of people analytics, and is not intended to prepare learners to perform complex talent management data analysis. By the end of this course, you’ll understand how and when hard data ...",Business,Leadership and Management,Course,English,"TalentManagement,Analytics,PerformanceManagement,Collaboration,",Cade Massey,4.6,5812,Coursera,11,8,4,,
918,Six Sigma Principles ,"This course is for you if you are looking to learn more about Six Sigma or refresh your knowledge of the basic components of Six Sigma and Lean. Six Sigma skills are widely sought by employers both nationally and internationally. These skills have been proven to help improve business processes and performance. This course will introduce you to the purpose of Six Sigma and its value to an organization. You will learn about the basic principles of Six Sigma and Lean. Your instructors will introduce you to, and have you apply, some of the tools and metrics that are critical components of Six Sigma. This course will provide you with the basic knowledge of the principles, roles, and responsibilities of Six Sigma and Lean. ",Business,Business Essentials,Course,English,"LeanSixSigma,ProcessImprovement,SixSigma,LeanMethods,","Bill Bailey, PhD",4.6,7153,Coursera,11,13,4,,
919,"Excel/VBA for Creative Problem Solving, Part 1","""Excel/VBA for Creative Problem Solving, Part 1"" is aimed at learners who are seeking to augment, expand, optimize, and increase the efficiency of their Excel spreadsheet skills by tapping into the powerful programming, automation, and customization capabilities available with Visual Basic for Applications (VBA).  ",Computer Science,Algorithms,Course,English,"MicrosoftExcelVba,ComputerProgramming,ProblemSolving,Debugging,",Charlie Nuttelman,4.8,3981,Coursera,9,20,4,,
920,Fundamentals of Visualization with Tableau,"In this first course of this specialization, you will discover what data visualization is, and how we can use it to better see and understand data. Using Tableau, we’ll examine the fundamental concepts of data visualization and explore the Tableau interface, identifying and applying the various tools Tableau has to offer. By the end of the course you will be able to prepare and import data into Tableau and explain the relationship between data analytics and data visualization. This course is designed for the learner who has never used Tableau before, or who may need a refresher or want to explore Tableau in more depth. No prior technical or analytical background is required. The course will guide you through the steps necessary to create your first visualization from the beginning based on data context, setting the stage for you to advance to the next course in the Specialization.",Data Science,Data Analysis,Course,English,"TableauSoftware,DataVirtualization,DataVisualization(DataViz),Visualization(ComputerGraphics),",Desiree' Abbott,4.5,6059,Coursera,9,10,4,,
921,Operational Research for Humanitarians,"Evidence is central to good decision-making both in the humanitarian sector and beyond. Every day, a vast amount of evidence is generated that is relevant to humanitarian actors, much of it through research by academics and practitioners. This evidence can be incredibly valuable. It can help us better understand a situation and make humanitarian action more effective and accountable. The difficulty comes with understanding what evidence is relevant to our circumstances, where to find it, and how to assess its quality.",Health,Research,Course,English,"Ethics,Humanitarian,QualitativeandQuantitativeResearch,communityengagement,ResearchMethods,",Karl Blanchet,4.8,58,Coursera,1,16,5,,
922,Introduction to Probability and Data with R,"This course introduces you to sampling and exploring data, as well as basic probability theory and Bayes' rule. You will examine various types of sampling methods, and discuss how such methods can impact the scope of inference. A variety of exploratory data analysis techniques will be covered, including numeric summary statistics and basic data visualization. You will be guided through installing and using R and RStudio (free statistical software), and will use this software for lab exercises and a final project. The concepts and techniques in this course will serve as building blocks for the inference and modeling courses in the Specialization.",Data Science,Data Analysis,Course,English,"Statistics,RProgramming,Rstudio,ExploratoryDataAnalysis,",Mine Çetinkaya-Rundel,4.7,5419,Coursera,10,14,4,,
923,Business Model Innovation,"Innovation goes beyond technology, products and processes. The new competitive landscape requires another, more holistic and strategic perspective, based on the concept of business models.",Business,Business Strategy,Course,English,"StrategicManagement,BusinessModel,BusinessModeling,BusinessStrategy,",Laurence Lehmann-Ortega,4.7,485,Coursera,9,14,4,,
924,Data-Driven Decisions with Power BI,"New Power BI users will begin the course by gaining a conceptual understanding of the Power BI desktop application and the Power BI service. Learners will explore the Power BI interface while learning how to manage pages and understand the basics of visualizations. Learners will engage in numerous hands-on experiences to discover how to import, connect, clean, transform, and model their own data in the Power BI desktop application. Learners will investigate reports, learn about workspaces, and practice viewing, creating, and publishing reports to the Power BI service. Finally, learners will become proficient in the creation and utilization dashboards.",Business,Business Essentials,Course,English,"DataModeling,Data-DriveDecisionMaking,GroupDecision-Making,DataAnalysis,ReportBuilding,",Keith Gibson,4.2,131,Coursera,1,14,5,,
925,Greek and Roman Mythology,"Myths are traditional stories that have endured over a long time. Some of them have to do with events of great importance, such as the founding of a nation. Others tell the stories of great heroes and heroines and their exploits and courage in the face of adversity. Still others are simple tales about otherwise unremarkable people who get into trouble or do some great deed. What are we to make of all these tales, and why do people seem to like to hear them? This course will focus on the myths of ancient Greece and Rome, as a way of exploring the nature of myth and the function it plays for individuals, societies, and nations. We will also pay some attention to the way the Greeks and Romans themselves understood their own myths. Are myths subtle codes that contain some universal truth? Are they a window on the deep recesses of a particular culture? Are they a set of blinders that all of us wear, though we do not realize it? Or are they just entertaining stories that people like to tell over and over? This c...",Arts and Humanities,Philosophy,Course,English,"ArtHistory,GreekMythology,History,Mythology,",Peter Struck,4.8,2219,Coursera,11,24,4,,
926,Getting Started with Git and GitHub,"Get started with Git and GitHub in this self-paced, introductory course! You’ll become familiar with collaborative version control and popular Git platforms. Collaboration and social coding are crucial parts of contemporary Software Engineering practices and the DevOps culture. ",Computer Science,Software Development,Course,English,"DistributedVersionControl(DRCS),opensource,VersionControlSystems,Github,Git(Software),",Upkar Lidder,4.6,364,Coursera,1,8,5,,
927,Agile Meets Design Thinking,"Despite everyone's good intentions, hard work and solid ideas, too many teams end up creating products that no one wants, no one can use, and no one buys. But it doesn't have to be this way. Agile and design thinking offer a different--and effective--approach to product development, one that results in valuable solutions to meaningful problems. In this course, you’ll learn how to determine what's valuable to a user early in the process--to frontload value--by focusing your team on testable narratives about the user and creating a strong shared perspective. ",Computer Science,Design and Product,Course,English,"agileuserstories,UserExperienceDesign(UXD),AgileSoftwareDevelopment,ProductManagement,SoftwareDevelopment,",Alex Cowan,4.7,3298,Coursera,9,9,5,,
928,Google SEO Fundamentals,"Gain an understanding of search engine algorithms and how they affect organic search results and websites. Building on this knowledge, you’ll learn the key elements for creating an effective SEO strategy, including how to select keywords and perform keyword research; consumer psychology and search behavior; and how to conduct on-page SEO analysis to identify opportunities to improve a website’s search optimization.",Business,Marketing,Course,English,"SocialMedia,KeywordResearch,Marketing,MathematicalOptimization,",Rebekah May,4.8,3217,Coursera,1,29,4,,
929,Introduction to Cyber Attacks,"This course provides learners with a baseline understanding of common cyber security threats, vulnerabilities, and risks. An overview of how basic cyber attacks are constructed and applied to real systems is also included. Examples include simple Unix kernel hacks, Internet worms, and Trojan horses in software utilities. Network attacks such as distributed denial of service (DDOS) and botnet- attacks are also described and illustrated using real examples from the past couple of decades. ",Computer Science,Computer Security and Networks,Course,English,"Cybersecurity,InformationSecurity(INFOSEC),Denial-Of-ServiceAttack(DOS),RiskAssessment,",Dr. Edward G. Amoroso,4.7,2596,Coursera,9,18,4,,
930,Introduction to Agile Development and Scrum,"After successfully completing this course, you will be able to embrace the Agile concepts of adaptive planning, iterative development, and continuous improvement - resulting in early deliveries and value to customers. This course will benefit anyone who wants to get started with working the Agile way. It is particularly suitable for IT practitioners such as software developers, development managers, project managers, product managers, and executives.",Computer Science,Software Development,Course,English,"AgileSoftwareDevelopment,ScrumMethodology,Zenhub,Kanban,SprintPlanning,",John Rofrano,4.9,1019,Coursera,1,9,5,,
931,Excel Fundamentals for Data Analysis,"As data becomes the modern currency, so the ability to analyse the data quickly and accurately has become of paramount importance. Excel with its extraordinarily broad range of features and capabilities is one of the most widely used programs for doing this. In the first course of our Excel Skills for Data Analysis and Visualization Specialization, you will learn the fundamentals of Excel for data analysis. When you have completed the course, you will be able to use a range of Excel tools and functions to clean and prepare data for analysis; automate data analysis with the help of Named Ranges and Tables; and use logical and lookup functions to transform, link and categorise data.",Business,Business Essentials,Course,English,"DataAnalysis,MicrosoftExcel,DataCleansing,",Nicky Bull,4.8,3154,Coursera,9,15,3,,
932,Creative Thinking: Techniques and Tools for Success,"In today’s ever-growing and changing world, being able to think creatively and innovatively are essential skills. It can sometimes be challenging to step back and reflect in an environment which is fast paced or when you are required to assimilate large amounts of information. Making sense of or communicating new ideas in an innovative and engaging way, approaching problems from fresh angles, and producing novel solutions are all traits which are highly sought after by employers.",Personal Development,Personal Development,Course,English,"CreativeThinking,ProblemSolving,Creativity,Brainstorming,",Peter Childs,4.7,3814,Coursera,9,19,4,,
933,Mastering Final Cut Pro,"This course unravels the post-production world for editors. Students will dive into the key features of Apple’s Final Cut Pro software for Video and Audio Editing and learn elements for creating professional videos with the use of transitions and effects, titles and motion graphics, color correction, 360 Video and Media Management.",Business,Business Essentials,Course,English,"Experiencewithvideoproductionishelpful,videoterminologyandwhilenotrequired,BasicunderstandingofmacOShelpful,",Jason Cox with Nick Harauz,4.5,187,Coursera,9,40,3,,
934,Introduction to Public Speaking,This course offers a proven framework for crafting and delivering impactful presentations.,Business,Business Essentials,Course,English,"Confidence,Presentation,Speech,PublicSpeaking,",Dr. Matt McGarrity,4.8,1948,Coursera,10,14,4,,
935,Children's Human Rights - An Interdisciplinary Introduction,"Drawing on the contributions of several academic disciplines including law, psychology, sociology, history, educational and health sciences, economy and anthropology, an interdisciplinary approach guides the student into a selection of critical issues concerning children’s rights. Participants will gain insight relative to the development of this specific human rights category, as well as to the evolution of the challenges faced by children over time and society’s efforts to respond. Successful international strategies and programs promoting children’s rights will be highlighted, as well as the role of key actors involved in international organizations working in this field. This open online course provides an overview of the most important features of children’s human rights. A central portion of the MOOC will consist of a presentation of the international and regional standards on children’s rights and the related international and regional judicial and quasi-judicial bodies designed to ensure their impl...",Social Sciences,Law,Course,English,"Justice,ChildPsychology,InternationalLaw,Humanitarian,",Roberta Ruggiero,4.7,1980,Coursera,11,10,4,,
936,Data-driven Decision Making,"Welcome to Data-driven Decision Making. In this course, you'll get an introduction to Data Analytics and its role in business decisions. You'll learn why data is important and how it has evolved. You'll be introduced to “Big Data” and how it is used. You'll also be introduced to a framework for conducting Data Analysis and what tools and techniques are commonly used. Finally, you'll have a chance to put your knowledge to work in a simulated business setting.",Data Science,Data Analysis,Course,English,"Data-InformedDecision-Making,BigData,DataAnalysis,DataVisualization(DataViz),",Alex Mannella,4.6,5868,Coursera,12,9,4,,
937,Cost and Economics in Pricing Strategy,"How much should you charge for your products and services? Traditionally, businesses have answered this question based on the cost to produce or provide their goods and services. This course shows you the economic factors behind pricing based on cost and the pros and cons of a cost-based pricing approach. Developed at the Darden School of Business at the University of Virginia, and led by top-ranked Darden faculty and Boston Consulting Group global pricing experts, the course provides the practical and research-based models and methods you need to set prices that maximize your profits. ",Business,Marketing,Course,English,"Cost-BasedPricing,ChannelandDirect-to-ConsumerPricing,PricingStrategies,PriceDiscrimination,PriceElasticityOfDemand,",Jean Manuel Izaret,4.8,641,Coursera,6,12,5,,
938,Aspectos básicos del diseño de la experiencia del usuario,"Aspectos básicos del diseño de la experiencia del usuario (UX) es el primero de una serie de siete cursos mediante los cuales podrás acceder a las habilidades que necesitarás para postularte a trabajos de nivel básico relacionados con el diseño de UX. Los diseñadores de UX se centran en las interacciones de las personas con distintos productos, como sitios web, aplicaciones móviles y objetos físicos. Los diseñadores de UX hacen que esas interacciones cotidianas sean fáciles de usar, agradables y accesibles. Algunas de las tareas de un diseñador de UX de nivel básico podrían ser empatizar con los usuarios, definir las dificultades a las que se enfrentan, proponer soluciones de diseño, crear esquemas, prototipos y maquetas, y probar diseños para obtener comentarios. ",Computer Science,Design and Product,Course,Spanish,"Experienciadelusuario(UX),Esquema,Diseñodelaexperienciadelusuario(UXD),InvestigaciónenUX,Prototipo,",Google Career Certificates,4.9,1624,Coursera,2,20,5,,
939,Nutrición y obesidad: control de sobrepeso,"En este curso, ofrecido por la UNAM, reconocerás una herramienta para evitar, manejar y controlar el sobrepeso y la obesidad, al destacar la importancia del autocuidado y el apoyo familiar en el manejo de este padecimiento. Te mostrará el verdadero valor de los alimentos como compañeros de tu vida, te alejará de los kilos de más y te forjará hábitos saludables que marcarán una senda de salud perdurable.",Health,Nutrition,Course,Spanish,"Nutrition,NullCharacter,PhysicalExamination,Diets,",Juan Luis Carrillo Toscano,4.8,5194,Coursera,1,10,4,,
940,Positive Psychology ,"This course discusses research findings in the field of positive psychology, conducted by Barbara Fredrickson and her colleagues. It also features practical applications of this science that you can put to use immediately to help you live a full and meaningful life.",Health,Psychology,Course,English,"Gratitude,Kindness,Meditation,PositivePsychology,",Dr. Barbara L. Fredrickson,4.7,5725,Coursera,11,11,4,,
941,Security Principles,"Welcome to course 1 of 5 of this Specialization, Security Principles.",Information Technology,Security,Course,English,"Risk,InformationAssurance,security,governance,",(ISC)² Education & Training,4.7,71,Coursera,1,5,4,,
942,Understanding Plants - Part I: What a Plant Knows,"For centuries we have collectively marveled at plant diversity and form—from Charles Darwin’s early fascination with stems and flowers to Seymour Krelborn’s distorted doting in Little Shop of Horrors. This course intends to present an intriguing and scientifically valid look at how plants themselves experience the world—from the colors they see to the sensations they feel. Highlighting the latest research in genetics and more, we will delve into the inner lives of plants and draw parallels with the human senses to reveal that we have much more in common with sunflowers and oak trees than we may realize. We’ll learn how plants know up from down, how they know when a neighbor has been infested by a group of hungry beetles, and whether they appreciate the music you’ve been playing for them or if they’re just deaf to the sounds around them. We’ll explore definitions of memory and consciousness as they relate to plants in asking whether we can say that plants might even be aware of their surroundings. This high...",Health,Basic Science,Course,English,"PlantBiology,Genetics,CellBiology,Plant,","Professor Daniel Chamovitz, Ph.D.",4.8,1721,Coursera,13,11,4,,
943,Science Literacy ,"Fake news or good science? In a world where we have access to unlimited information, it is hard to sift through the echo chamber of opinions fueled by emotions and personal biases, rather than scientific evidence. Science Literacy will teach you about the process of science, how to think critically, how to differentiate science from pseudoscience, how indigenous wisdom can inform science, how to understand and design a scientific study, and how to critically evaluate scientific communication in the media. Every module will build your new skill-base with real life examples, and at the end of each module you will have to apply these skills to scientific questions, talking points and controversies in the world. Warning: this course requires an open mind and the ability to self-reflect.",Health,Basic Science,Course,English,"MediaLiteracy,ExperimentalDesign,Communication,ScienceLiteracy,Science,",Dr. Claire Scavuzzo,4.4,215,Coursera,9,22,5,,
944,Machine Learning Modeling Pipelines in Production,"In the third course of Machine Learning Engineering for Production Specialization, you will build models for different serving environments; implement tools and techniques to effectively manage your modeling resources and best serve offline and online inference requests; and use analytics tools and performance metrics to address model fairness, explainability issues, and mitigate bottlenecks.",Data Science,Machine Learning,Course,English,"ExplainableAI,FairnessIndicators,automl,ModelPerformanceAnalysis,PrecomputingPredictions,",Robert Crowe,4.4,325,Coursera,2,23,5,,
945,Design a User Experience for Social Good & Prepare for Jobs,"Design a User Experience for Social Good and Prepare for Jobs is the seventh and final course in a program that will equip you with the skills you need to become an entry-level UX designer. In this course, you will design a dedicated mobile app and a responsive website focused on social good. You will showcase all that you’ve learned during the certificate program to complete the design process from beginning to end: empathizing with users, defining their pain points, coming up with ideas for design solutions, creating wireframes and prototypes, and testing designs to get feedback. By the end of this course, you will have a new cross-platform design project to include in your professional UX portfolio. ",Computer Science,Design and Product,Course,English,"UserExperience(UX),UsabilityTesting,Prototype,UserExperienceDesign(UXD),UXdesignjobs,",Google Career Certificates,4.8,2176,Coursera,1,62,5,,
946,Social Impact Strategy: Tools for Entrepreneurs and Innovators,"This course offers an introduction to social impact strategy and social entrepreneurship, including key concepts, an overview of the field, and tools to get started as a changemaker. Students will learn how to innovate and design new ideas and new organizational forms to implement those ideas. Students who take this course will be better prepared to launch social impact",Business,Entrepreneurship,Course,English,"MarketAnalysis,BusinessModel,BusinessModeling,SocialEntrepreneurship,",Peter  Frumkin,4.8,1228,Coursera,5,7,4,,
947,The Art of Music Production,"Explore the art of record production and how to make recordings that other people will love listening to. This course will teach you how to make emotionally moving recordings on almost any recording equipment, including your phone or laptop. The emphasis is on mastering tangible artistic concepts; the gear you use is up to you. You will learn to develop the most important tool in the recording studio: your ears. You will learn to enhance every aspect of your own productions, both sonically and musically, by employing deeper listening skills. ",Arts and Humanities,Music and Art,Course,English,"AudioProduction,Music,Musicproduction,Songwriting,Musicrecording,",Stephen Webber,4.8,1912,Coursera,1,14,5,,
948,Introduction to Risk Management,"What is risk? Why do firms manage risk? In this course, you will be introduced to the different types of business and financial risks, their sources, and best practice methods for measuring risk. This course will help you gauge different risk types and set risk limits, describe the key factors that drive each type of risk, and identify the steps needed to choose probability distributions to estimate risk. You will explore the history and development of risk management as a science, and financial and business trends that have shaped the practice of risk management. By the end of the course, you will have the essential knowledge to measure, assess, and manage risk in your organization. ",Business,Finance,Course,English,"RiskManagement,FinancialRisk,LeadershipandFinancialRiskEstimationandManagement,Regulations,",Joseph Iraci,4.7,234,Coursera,1,16,4,,
949,Initiating and Planning Projects,The courses in the Introduction to Project Management Principles and Practices Specialization are a recommended precursor to UCI's Applied Project Management Certificate. ,Business,Leadership and Management,Course,English,"ProjectManagement,Project,Planning,ProjectPlanning,","Margaret  Meloni,  MBA, PMP",4.7,21788,Coursera,14,7,4,,
950,"Custom Models, Layers, and Loss Functions with TensorFlow","In this course, you will:",Data Science,Machine Learning,Course,English,"FunctionalAPI,CustomLayers,CustomandExoticModelswithFunctionalAPI,CustomLossFunctions,",Laurence Moroney,4.9,865,Coursera,1,31,4,,
